"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 13, 2018","143.70","144.00","144.90","142.00","3.40M","2.64%"
"Sep 12, 2018","140.00","149.50","149.50","140.00","1.07M","-6.04%"
"Sep 11, 2018","149.00","151.00","151.20","148.00","1.46M","-2.61%"
"Sep 10, 2018","153.00","144.90","153.40","144.90","2.85M","5.59%"
"Sep 07, 2018","144.90","142.20","144.90","140.00","1.16M","1.90%"
"Sep 06, 2018","142.20","141.30","142.20","139.40","1.19M","0.14%"
"Sep 05, 2018","142.00","144.70","144.70","139.90","674.32K","-2.07%"
"Sep 04, 2018","145.00","142.90","145.00","141.00","678.81K","1.40%"
"Sep 03, 2018","143.00","139.50","143.00","139.30","284.25K","2.51%"
"Aug 31, 2018","139.50","140.00","143.70","138.00","2.26M","-0.78%"
"Aug 30, 2018","140.60","140.00","141.50","139.10","642.64K","-0.99%"
"Aug 29, 2018","142.00","142.00","143.00","139.50","395.84K","-0.70%"
"Aug 28, 2018","143.00","143.00","144.70","142.00","1.13M","0.00%"
"Aug 24, 2018","143.00","140.00","143.00","138.50","555.23K","1.42%"
"Aug 23, 2018","141.00","139.00","141.00","137.50","1.15M","1.44%"
"Aug 22, 2018","139.00","134.80","139.00","134.00","898.65K","4.83%"
"Aug 20, 2018","132.60","135.00","136.00","132.60","1.23M","-1.04%"
"Aug 17, 2018","134.00","133.00","137.00","132.00","484.14K","0.75%"
"Aug 16, 2018","133.00","134.20","134.20","130.60","272.24K","-1.19%"
"Aug 15, 2018","134.60","135.00","135.20","134.00","934.79K","-0.44%"
"Aug 14, 2018","135.20","139.10","139.90","135.00","647.00K","-3.08%"
"Aug 13, 2018","139.50","140.60","140.60","138.30","585.98K","-0.78%"
"Aug 10, 2018","140.60","138.50","141.00","138.00","882.45K","0.79%"
"Aug 09, 2018","139.50","138.00","139.50","135.90","324.90K","1.09%"
"Aug 08, 2018","138.00","133.80","138.00","133.60","607.29K","3.14%"
"Aug 07, 2018","133.80","130.00","133.90","130.00","488.76K","1.06%"
"Aug 06, 2018","132.40","130.00","133.00","130.00","712.19K","1.85%"
"Aug 03, 2018","130.00","129.50","131.00","129.30","1.08M","1.56%"
"Aug 02, 2018","128.00","128.00","129.40","127.60","1.01M","-0.47%"
"Aug 01, 2018","128.60","127.80","129.80","126.50","1.94M","0.47%"
"Jul 31, 2018","128.00","135.20","135.20","127.60","1.23M","-5.88%"
"Jul 30, 2018","136.00","132.50","138.90","132.40","1.39M","3.82%"
"Jul 27, 2018","131.00","130.50","132.30","129.70","698.04K","0.00%"
"Jul 26, 2018","131.00","129.00","132.90","129.00","1.41M","1.63%"
"Jul 25, 2018","128.90","131.10","132.30","128.90","773.79K","-1.60%"
"Jul 24, 2018","131.00","131.80","132.70","131.00","1.06M","-0.76%"
"Jul 23, 2018","132.00","132.40","132.40","131.50","647.72K","-0.38%"
"Jul 20, 2018","132.50","132.20","132.50","132.00","471.73K","0.38%"
"Jul 19, 2018","132.00","131.80","132.80","131.60","1.17M","0.15%"
"Jul 18, 2018","131.80","130.80","131.90","130.00","370.73K","0.76%"
"Jul 17, 2018","130.80","128.60","130.90","127.60","923.44K","1.63%"
"Jul 16, 2018","128.70","126.00","128.70","124.50","817.93K","2.14%"
"Jul 13, 2018","126.00","125.40","126.00","122.10","496.93K","2.44%"
"Jul 12, 2018","123.00","123.70","125.10","121.50","446.69K","0.82%"
"Jul 11, 2018","122.00","121.00","122.00","120.30","204.65K","0.83%"
"Jul 10, 2018","121.00","119.80","121.50","119.80","782.42K","0.67%"
"Jul 09, 2018","120.20","122.00","123.40","119.30","1.16M","-1.48%"
"Jul 06, 2018","122.00","123.30","123.40","121.10","337.28K","0.41%"
